target,input,model_wer,norm_sentence,norm_wer,norm_time
những vật thể đang từ bình thường chưa bỏ đi,những vật thể đang từ bình thường chưa bỏ đi,0.0,những vật thể đang từ bình thường chưa bỏ đi,0.0,0.10971784591674805
bà ta cứ năn nỉ nên tuy không mê tín ông cũng để bà ta bói cho mình,bà ta cứ năng nỉ nên tuy không mê tín ông cũng để bà ta bói cho mình,0.05555555555555555,bà ta cứ năng nỉ nên tuy không mê tín ông cũng để bà ta bói cho mình,0.05555555555555555,0.18355798721313477
thì lúc đó máy sẽ thấy được và ờ trái tim này nó có,thì lúc đó mái sẽ thấy được và ờ trái tim này nó có,0.07142857142857142,thì lúc đó mái sẽ thấy được và ở trái tim này nó có,0.14285714285714285,0.15134859085083008
tức là khó nói như vậy có nghĩa là,rất là khó nói như vậy có nghĩa là,0.1111111111111111,rất là khó nói như vậy có nghĩa là,0.1111111111111111,0.10139131546020508
và khi mình toàn tâm toàn ý với nó thì,và khi mình toàn tâm toàn ý với nó thì,0.0,và khi mình toàn tâm toàn ý với nó thì,0.0,0.10816311836242676
gần năm sau,gần năm sau,0.0,gần 5 sau,0.3333333333333333,0.0582737922668457
ngay từ đầu tôi đã định xin lỗi,ngay từ đầu tôi đã định xin lỗi,0.0,ngay từ đầu tôi đã định xin lỗi,0.0,0.10217595100402832
tôi nói ông á là ông mau đi về phòng và làm việc đi,tôi nói ông á là ông mau đi về phòng về làm việc đi,0.07142857142857142,tôi nói ông á là ông mau đi về phòng về làm việc đi,0.07142857142857142,0.15480852127075195
lý tưởng nhất là chúng ta có thể vớ được những con cá bự mà không phải mất chút mồ hôi nào,lý tưởng nhất là chúng ta có thể vớ được những con cá bự mà không phải mất chút mồ hôi nào,0.0,lý tưởng nhất là chúng ta có thể vớ được những con cá bự mà không phải mất chút mồ hôi nào,0.0,0.2143709659576416
có lẽ là làm phim mình lại cảm thấy nó nhẹ nhàng,có lẽ là làm phim mình lại cảm thấy nó hẹ tả,0.16666666666666666,có lẽ là làm phim mình lại cảm thấy nó hẹ tả,0.16666666666666666,0.13625288009643555
một số thành viên phe đối lập nhận định bài thơ đã đi tới đỉnh điểm trong việc ở mỹ,một số thành viên phe đối lộc nhận định bài thơ đã đi tới đỉnh điểm trong việc ửi hội mỹ,0.15,một số thành viên phe đối lộc nhận định bài thơ đã đi tới đỉnh điểm trong việc gửi hội mỹ,0.15,0.20188236236572266
sức khỏe càng tốt thế tóm lại thì công việc hằng ngày mình cần làm á là thể dục,sức khoẻ càng tốt thà tóm lại thì trong việc hằng ngày mình cần làm á là thể dục,0.15789473684210525,sức khỏe càng tốt thà tóm lại thì trong việc hằng ngày mình cần làm á là thể dục,0.10526315789473684,0.20419692993164062
có vẻ như là quyết liệt tức là muốn đi đến cùng có câu trả lời rõ ràng đúng không,và có vẻ như là quyết liệt ta muốn đi đến cồng có cầu trả lời rõ ràng đúng không,0.25,và có vẻ như là quyết liệt ta muốn đi đến công có cầu trả lời rõ ràng đúng không,0.25,0.2066330909729004
sau này thì muốn đi hát chuyên nghiệp,sau này thì muốn đi hát chuyên nghiệp,0.0,sau này thì muốn đi h chuyên nghiệp,0.125,0.09263777732849121
ít ít từng trải,ít ít từng chải,0.25,ít ít từng chải,0.25,0.05830240249633789
thì tôi nghĩ rằng tổng công ty cảng hàng không việt nam,thì tôi nghĩ rằng tổng thi cả hàng không việt nam,0.25,thì tôi nghĩ rằng tổng thi cả hàng không việt nam,0.25,0.12730860710144043
và nói câu đó ra là mọi người ở ngoài ta nhìn vô ta nghĩ những người trong sô bít thì như thế nào,và nói câu đó ra là mọi người ở ngoài ta sẽ nhìn vôội ta nghĩ những người trong xúc ích như thế nào,0.20833333333333334,và nói câu đó ra là mọi người ở ngoài ta sẽ nhìn chẳng nội ta nghĩ những người trong xúc ích như thế nào,0.25,0.2435750961303711
lúc đó là theo quan điểm của em á là,lúc đó là theo quan điểm của em á là,0.0,lúc đó là theo quan điểm của em á là,0.0,0.11029839515686035
công việc rất là nhiều tiền bạc làm rất rất nhiều,công việc rất là nhiều tiền bạt làm rất rất nhiều,0.09090909090909091,công việc rất là nhiều tiền bạt làm rất rất nhiều,0.09090909090909091,0.1277766227722168
không cần nói gì cả,không cần nói gì cả,0.0,không cần nói gì cả,0.0,0.07709670066833496
họ gần như phát khóc,họ gần như phát khóc,0.0,họ gần như phát khóc,0.0,0.07698631286621094
thế thì thành ra là và và em nghĩ rằng là nó là cái em vẫn tiếp tục làm,thế thì thành ra là bạn và em nghĩ rằng là đó là cái em vẫn tiếp tục làm,0.10526315789473684,thế thì thành ra là bạn và em nghĩ rằng là đó là cái em vẫn tiếp tục làm,0.10526315789473684,0.18785858154296875
và cái phụ ba là nhà nước,và các phụ ba là nhà nước,0.14285714285714285,và các phụ ba là nhà nước,0.14285714285714285,0.08425092697143555
em nghĩ là không chỉ em đâu mà tất cả mọi người đều đều gọi là,em nghĩ là không chỉ em đâu mà tất cả mọi người đều đều gọi là,0.0,em nghĩ là không chỉ em đâu mà tất cả mọi người đều đều gọi là,0.0,0.1619722843170166
của của của người dân ở địa phương a ở địa phương ở thành phố hồ chí minh,của của của người dân ở địa phương a a  ờ ở địa phương thànhnh hở thành hồchí minh,0.3888888888888889,của của người dân ở địa phương araya ở địa phương thành hở thành hồng chí minh,0.3333333333333333,0.20020556449890137
đó là chị cần kết hợp chế độ ăn uống như thế nào có nghĩa là trong ăn uống từng cái thức ăn cụ thể hằng ngày như nào,đó là chị cần kết hợp chế độ ăn uống như thế nào có nghĩa là trong ăn uống từng cái thức ăn cụ thể hằng ngày như thế nào,0.034482758620689655,đó là chị cần kết hợp chế độ ăn uống như thế nào có nghĩa là trong ăn uống từng cái thức ăn cụ thể hằng ngày như thế nào,0.034482758620689655,0.31276416778564453
xây bể bơi hai ba tỷ,xây vuề vơi hai ba tỷ,0.3333333333333333,xây vuề với 2 3 tỷ,0.6666666666666666,0.08501124382019043
một cái bằng chứng rằng là chúng ta cũng đã rất nhiều lần trong độ khoảng vài chục năm gần đây,một cái bằng chứng rằng là chúng ta cũng đã rất nhiều lần trong độ khoảng vài chục năm gần đây,0.0,một cái bằng chứng rằng là chúng ta cũng đã rất nhiều lần trong độ khoảng vài chục năm gần đây,0.0,0.21312308311462402
mà mình cũng có nhu cầu của mình thì trẻ con cũng có nhu cầu của trẻ con nó cần bạn nó cần tâm sự,mà mình cũng có nhu cầu của mình thì trẻ con cũng có nhu cầu của trẻ con có cần bạn nó cần tâm sự,0.04,mà mình cũng có nhu cầu của mình thì trẻ con cũng có nhu cầu của trẻ con có cần bạn nó cần tâm sự,0.04,0.2360243797302246
em không biết là bây giờ mình nâng ngực cái phương pháp nào,em không biết là bây giờ mình đăng ngực cái phương pháp nào,0.07692307692307693,em không biết là bây giờ mình đăng ngực cái phương pháp nào,0.07692307692307693,0.13783907890319824
thì tất nhiên là cái chân này nó sẽ nó sẽ nó sẽ bị nó sẽ không trở lại cái trạng thái bình thường rồi,thì tất nhiên là cái chân này nó sẽ nó sẽ nó sẽ bị nó sẽ không trở lại cái trạng thái bình được được,0.08,thì tất nhiên là cái chân này nó sẽ nó sẽ nó sẽ bị nó sẽ không trở lại cái trạng thái bình được được,0.08,0.2456815242767334
không phải một em trai nào ở đấy chọn tôi,không phải một em trai nào ở đấy chọn tôi,0.0,không phải một em trai nào ở đấy chọn tôi,0.0,0.11131167411804199
bởi vì năm hai nghìn không trăm mười bảy,bởi vì năm hai nghìn không trăm mười bảy,0.0,bởi vì năm 2010 bảy,0.5555555555555556,0.06701469421386719
đa số là á bà là người thuộc về gia đình,đa số là a bạn là người thuộc về gia đình,0.18181818181818182,đa số là bạn là người thuộc về gia đình,0.18181818181818182,0.12057614326477051
tại sao mà hai cháu không nói cho bác biết sớm hơn hả,tại sao mà hai cháu không nói cho bác biết sớm hơn hả,0.0,tại sao mà hai cháu không nói cho bác biết sớm hơn hả,0.0,0.13917231559753418
hai năm mà không có khi nào khô nước mắt,hai năm mà không có khi nào khô nước mắt,0.0,hai năm mà không có khi nào khô nước mắt,0.0,0.10843348503112793
mời bạn đọc đón mua để thưởng thức được toàn bộ nội dung của ấn phẩm này,mời bạn đọc đón mua để thưởng thức được toàn bộ nội dung của ấn phẩm này,0.0,mời bạn đọc đón mua để thưởng thức được toàn bộ nội dung của ấn phẩm này,0.0,0.19202423095703125
tôi vẫn thấy phổ biến những tấm lòng nhiệt huyết yêu nghề,tôi vẫn thấy phổ biến những tấm lòng nhiệt huyết yêu nghề,0.0,tôi vẫn thấy phổ biến những tấm lòng nhiệt huyết yêu nghề,0.0,0.14741802215576172
mà đúng là sang chỉ để tào lao như lời ông nói,mà đúng là sang chỉ để tào lao như lời ông nói,0.0,mà đúng là sang chỉ để tào lao như lời ông nói,0.0,0.15514683723449707
và được nuôi dưỡng trong một bầu không khí trong trẻo thanh bình,và được nuôi dưỡng trong một bầu không khí trong trẻo thanh bình,0.0,và được nuôi dưỡng trong một bầu không khí trong ẻo thanh bình,0.07692307692307693,0.14273357391357422
những bàn chân lẫm chẫm sóng táp ướt cả đũng quần,những bản chân lẫm chẫm ióng tát ướt cả nũng quần,0.36363636363636365,những bản chân lâm chóng tát ướt cả tùng quần,0.5454545454545454,0.1199026107788086
cứu được người đó thoát khỏi đám cháy,cứu được người đó thoát khỏi đám cháy,0.0,cứu được người đó thoát khỏi đám cháy,0.0,0.09174156188964844
